id,customer_id,order_date,status
213,84,2026-04-02,processing
214,98,2026-08-17,processing
215,108,2025-02-09,pending
216,121,2025-05-28,processing
217,14,2026-02-16,delivered
218,18,2026-08-24,delivered
219,8,2025-10-29,delivered
220,6,2026-01-30,delivered
221,33,2025-06-28,shipped
222,145,2025-11-08,delivered
223,66,2026-06-02,delivered
224,156,2026-03-09,cancelled
225,184,2026-03-18,processing
226,42,2026-07-02,delivered
227,7,2026-09-13,delivered
228,174,2026-04-30,delivered
229,184,2026-04-08,delivered
230,177,2026-06-15,delivered
231,198,2026-01-17,pending
232,154,2025-07-22,processing
233,145,2025-05-11,delivered
234,110,2026-08-06,delivered
235,130,2026-07-20,delivered
236,108,2025-10-10,delivered
237,93,2026-09-12,pending
238,118,2026-03-16,delivered
239,46,2026-05-28,cancelled
240,70,2026-07-17,pending
241,138,2026-08-29,delivered
242,188,2026-01-20,delivered
243,63,2026-08-25,delivered
244,116,2025-10-29,processing
245,146,2026-08-27,shipped
246,87,2025-08-14,delivered
247,84,2026-01-13,delivered
248,91,2026-06-08,delivered
249,72,2026-06-05,processing
250,71,2023-12-01,delivered
251,49,2025-06-17,delivered
252,105,2026-04-29,shipped
253,62,2026-08-19,shipped
254,126,2026-09-14,processing
255,24,2026-06-02,delivered
256,178,2026-08-04,delivered
257,149,2025-03-05,delivered
258,136,2026-07-05,delivered
259,191,2026-02-19,delivered
260,117,2026-01-24,delivered
261,60,2024-11-26,processing
262,81,2024-04-25,processing
263,196,2025-07-06,delivered
264,190,2025-10-02,delivered
265,151,2026-04-08,delivered
266,73,2024-11-21,pending
267,76,2026-08-21,delivered
268,78,2025-05-20,processing
269,33,2024-12-06,delivered
270,14,2026-09-12,delivered
271,33,2025-12-14,pending
272,126,2026-09-11,pending
273,147,2026-01-06,delivered
274,113,2026-02-12,delivered
275,14,2025-11-08,cancelled
276,123,2024-04-29,pending
277,103,2025-06-07,delivered
278,162,2026-01-10,delivered
279,145,2026-02-04,delivered
280,64,2025-07-17,shipped
281,107,2026-06-02,shipped
282,159,2025-08-23,processing
283,98,2026-09-08,cancelled
284,77,2026-04-27,cancelled
285,79,2026-02-25,shipped
286,157,2025-05-21,cancelled
287,54,2026-05-09,delivered
288,170,2026-03-30,delivered
289,45,2026-05-22,delivered
290,105,2026-04-09,shipped
291,121,2025-10-15,delivered
292,74,2025-04-26,processing
293,117,2025-07-03,shipped
294,68,2025-10-13,delivered
295,140,2025-01-27,shipped
296,69,2025-11-26,delivered
297,43,2026-08-20,shipped
298,146,2025-10-02,delivered
299,120,2026-09-07,delivered
300,104,2026-09-12,delivered
301,139,2026-09-02,delivered
302,154,2025-04-30,pending
303,189,2026-02-25,shipped
304,7,2026-07-21,delivered
305,173,2026-01-01,cancelled
306,173,2026-05-08,shipped
307,196,2025-06-26,delivered
308,167,2026-03-09,cancelled
309,47,2026-09-13,shipped
310,163,2026-08-18,delivered
311,24,2026-08-31,delivered
312,86,2025-03-26,shipped
313,42,2026-07-05,delivered
314,127,2026-01-10,shipped
315,103,2026-05-03,processing
316,10,2026-08-21,delivered
317,65,2026-04-22,delivered
318,198,2026-03-10,pending
319,1,2026-07-17,pending
320,119,2026-06-12,delivered
321,133,2026-07-06,shipped
322,128,2026-05-06,processing
323,53,2025-03-20,delivered
324,74,2026-03-10,pending
325,125,2025-12-14,delivered
326,162,2026-04-15,processing
327,80,2026-08-26,delivered
328,105,2025-10-08,delivered
329,30,2026-05-18,cancelled
330,166,2026-09-10,delivered
331,184,2026-05-02,delivered
332,70,2026-05-27,pending
333,121,2025-09-20,delivered
334,38,2025-11-14,delivered
335,154,2026-08-23,processing
336,35,2024-11-28,delivered
337,107,2025-09-03,cancelled
338,130,2026-01-06,pending
339,73,2026-08-24,delivered
340,151,2025-10-05,cancelled
341,126,2026-09-12,delivered
342,124,2025-06-04,delivered
343,196,2026-07-08,delivered
344,83,2026-04-02,cancelled
345,62,2026-05-16,delivered
346,199,2026-01-06,delivered
347,191,2026-07-15,processing
348,98,2026-08-31,cancelled
349,167,2025-10-11,delivered
350,10,2026-07-31,delivered
351,152,2026-05-18,pending
352,113,2025-10-12,delivered
353,117,2025-05-07,processing
354,105,2026-07-23,cancelled
355,20,2026-06-29,processing
356,68,2026-03-06,shipped
357,102,2026-01-29,pending
358,173,2026-07-04,cancelled
359,161,2026-05-24,pending
360,10,2026-08-31,delivered
361,162,2026-05-10,cancelled
362,192,2026-03-01,delivered
363,26,2025-05-05,delivered
364,178,2026-08-11,cancelled
365,12,2025-04-06,processing
366,76,2026-08-29,delivered
367,38,2025-09-04,delivered
368,145,2025-09-30,delivered
369,21,2026-06-27,pending
370,159,2025-09-07,delivered
371,150,2026-05-26,delivered
372,164,2026-03-11,delivered
373,171,2025-03-07,pending
374,120,2026-09-13,delivered
375,140,2024-11-19,delivered
376,89,2025-11-23,delivered
377,109,2026-08-24,delivered
378,78,2025-08-22,cancelled
379,124,2024-10-03,delivered
380,147,2026-03-23,shipped
381,180,2026-05-28,delivered
382,169,2026-05-29,delivered
383,145,2025-05-19,cancelled
384,191,2026-08-08,pending
385,74,2025-01-08,shipped
386,91,2025-08-16,shipped
387,159,2025-09-17,shipped
388,185,2026-07-30,shipped
389,36,2025-06-25,cancelled
390,166,2025-07-31,delivered
391,113,2025-09-08,shipped
392,188,2024-10-05,delivered
393,76,2026-08-27,processing
394,45,2026-06-23,delivered
395,139,2026-07-31,delivered
396,70,2026-09-10,delivered
397,124,2025-04-14,processing
398,87,2026-09-15,delivered
399,20,2026-04-06,processing
400,58,2026-05-14,cancelled
401,143,2026-07-03,delivered
402,102,2025-12-26,delivered
403,32,2025-11-06,delivered
404,192,2026-07-28,delivered
405,98,2026-08-29,delivered
406,60,2025-11-20,delivered
407,144,2025-08-12,cancelled
408,57,2026-07-18,delivered
409,119,2026-08-25,delivered
410,105,2025-10-20,delivered
411,10,2026-08-11,cancelled
412,30,2025-05-10,delivered
413,138,2026-06-01,delivered
414,95,2026-05-30,cancelled
415,179,2026-08-19,delivered
416,191,2025-08-23,pending
417,168,2024-06-04,pending
418,158,2025-05-23,cancelled
419,72,2025-08-20,shipped
420,56,2026-07-04,delivered
421,61,2026-06-24,delivered
422,176,2026-09-07,delivered
423,166,2026-01-10,delivered
424,71,2024-12-03,cancelled
425,117,2025-07-24,shipped
426,165,2025-03-08,delivered
427,86,2025-01-06,cancelled
428,145,2025-10-26,delivered
429,196,2026-07-19,delivered
430,56,2026-05-11,delivered
431,38,2026-06-09,cancelled
432,1,2026-04-10,pending
433,38,2025-07-07,delivered
434,45,2026-05-31,shipped
435,7,2026-07-24,delivered
436,61,2025-09-24,delivered
437,45,2026-07-09,delivered
438,190,2025-07-30,delivered
439,191,2025-05-22,delivered
440,200,2026-07-27,delivered
441,28,2026-04-06,delivered
442,158,2024-05-15,processing
443,169,2026-02-21,delivered
444,8,2025-07-26,cancelled
445,103,2025-04-01,shipped
446,126,2026-09-14,delivered
447,21,2025-09-05,shipped
448,17,2026-01-04,delivered
449,163,2026-06-20,delivered
450,84,2026-04-25,cancelled
451,136,2026-06-28,delivered
452,155,2025-12-15,delivered
453,180,2026-02-24,pending
454,167,2026-08-23,shipped
455,56,2026-07-01,delivered
456,59,2026-08-21,delivered
457,117,2026-06-04,delivered
458,25,2026-06-26,delivered
459,171,2025-11-14,delivered
460,40,2026-07-10,delivered
461,22,2025-06-26,delivered
462,191,2026-04-03,pending
463,143,2026-04-16,shipped
464,144,2025-08-16,shipped
465,106,2026-05-30,pending
466,193,2026-08-21,pending
467,185,2024-07-27,cancelled
468,154,2026-02-03,delivered
469,148,2026-09-06,delivered
470,169,2026-08-25,delivered
471,28,2026-02-13,pending
472,95,2025-08-18,processing
473,147,2025-11-07,pending
474,144,2023-12-03,shipped
475,169,2026-01-17,delivered
476,70,2026-08-08,processing
477,87,2026-01-26,delivered
478,37,2026-07-16,shipped
479,18,2025-03-20,processing
480,8,2025-08-10,processing
481,56,2026-06-17,delivered
482,88,2024-11-28,delivered
483,185,2025-05-03,processing
484,146,2026-08-13,delivered
485,14,2025-08-01,delivered
486,159,2025-02-23,shipped
487,70,2026-06-03,shipped
488,125,2026-08-19,delivered
489,70,2026-04-06,processing
490,30,2026-01-19,delivered
491,73,2026-07-06,shipped
492,125,2026-07-09,shipped
493,12,2024-12-20,delivered
494,154,2025-05-16,delivered
495,78,2026-09-09,delivered
496,36,2025-12-04,delivered
497,31,2025-05-30,delivered
498,111,2025-04-18,delivered
499,137,2026-06-01,delivered
500,172,2026-09-13,delivered
501,190,2024-07-07,delivered
502,118,2024-06-09,pending
503,148,2026-07-28,shipped
504,182,2026-09-15,delivered
505,30,2026-03-21,delivered
506,84,2026-01-07,pending
507,159,2026-04-20,pending
508,93,2026-08-08,delivered
509,28,2025-12-20,delivered
510,103,2025-07-10,delivered
511,80,2026-07-02,delivered
512,200,2026-06-08,delivered
513,163,2026-02-20,delivered
514,50,2026-08-04,processing
515,90,2026-03-19,cancelled
516,166,2026-09-01,delivered
517,27,2025-02-01,delivered
518,45,2026-06-11,processing
519,168,2024-04-17,delivered
520,198,2026-07-03,delivered
521,194,2026-04-01,processing
522,115,2026-04-01,cancelled
523,145,2026-02-23,pending
524,161,2025-11-29,delivered
525,18,2026-02-18,delivered
526,78,2026-06-24,delivered
527,15,2026-04-22,delivered
528,80,2026-08-03,delivered
529,15,2026-04-30,pending
530,20,2026-08-13,pending
531,24,2026-07-18,delivered
532,142,2026-07-01,delivered
533,147,2025-09-29,delivered
534,122,2025-10-31,delivered
535,16,2026-01-23,delivered
536,88,2026-06-21,delivered
537,166,2025-10-07,delivered
538,182,2026-08-21,cancelled
539,135,2026-08-29,shipped
540,94,2025-12-08,cancelled
541,100,2025-12-11,processing
542,174,2026-08-22,delivered
543,162,2026-06-03,delivered
544,25,2026-08-27,shipped
545,73,2025-04-26,processing
546,169,2025-09-19,delivered
547,150,2026-05-26,cancelled
548,80,2026-07-16,delivered
549,182,2026-07-06,delivered
550,97,2026-04-29,processing
551,33,2026-01-16,processing
552,190,2026-04-26,cancelled
553,24,2026-08-07,delivered
554,5,2026-06-21,delivered
555,55,2025-10-06,cancelled
556,125,2026-01-19,delivered
557,36,2025-08-23,delivered
558,26,2026-06-26,processing
559,190,2025-11-15,delivered
560,87,2026-08-27,shipped
561,153,2026-01-14,delivered
562,47,2026-03-28,shipped
563,160,2024-09-01,processing
564,12,2025-07-03,delivered
565,185,2025-02-03,cancelled
566,157,2025-11-27,processing
567,115,2024-12-29,delivered
568,80,2026-08-05,cancelled
569,50,2025-11-02,shipped
570,147,2026-06-15,delivered
571,73,2025-09-06,delivered
572,108,2024-11-08,pending
573,155,2025-02-19,pending
574,14,2026-06-30,pending
575,142,2026-07-09,processing
576,133,2026-09-06,delivered
577,22,2025-09-03,delivered
578,132,2026-06-01,pending
579,24,2026-04-26,pending
580,90,2024-04-01,delivered
581,102,2026-09-02,delivered
582,99,2026-05-13,delivered
583,8,2025-12-05,cancelled
584,183,2026-06-09,delivered
585,38,2025-07-11,delivered
586,121,2026-05-10,pending
587,195,2026-02-07,delivered
588,158,2024-04-06,cancelled
589,5,2026-05-25,delivered
590,39,2025-08-26,cancelled
591,156,2026-01-28,delivered
592,199,2025-09-03,delivered
593,32,2024-09-15,delivered
594,164,2026-09-15,delivered
595,29,2026-08-16,shipped
596,5,2026-08-29,delivered
597,62,2025-09-13,delivered
598,1,2026-07-06,delivered
599,147,2026-05-21,delivered
600,172,2026-09-09,delivered
601,93,2026-08-07,cancelled
602,140,2025-11-12,processing
603,130,2026-06-02,delivered
604,121,2025-06-10,shipped
605,96,2026-06-26,processing
606,92,2026-05-24,delivered
607,188,2026-03-27,shipped
608,198,2026-06-09,processing
609,86,2024-09-15,delivered
610,140,2025-05-23,pending
611,45,2026-08-29,cancelled
612,123,2025-10-11,delivered
613,35,2024-11-21,processing
614,118,2024-04-28,delivered
615,12,2026-07-28,delivered
616,11,2026-01-12,cancelled
617,132,2026-07-03,cancelled
618,140,2025-10-08,delivered
619,193,2026-07-22,delivered
620,200,2026-05-08,pending
621,85,2025-04-12,delivered
622,95,2026-01-30,pending
623,191,2026-06-11,pending
624,99,2026-07-18,cancelled
625,128,2026-07-02,delivered
626,133,2026-06-24,pending
627,187,2026-05-23,delivered
628,155,2025-04-03,delivered
629,83,2026-02-17,delivered
630,170,2026-05-24,delivered
631,155,2025-12-11,delivered
632,114,2025-03-05,delivered
633,187,2026-04-16,shipped
634,112,2025-09-11,shipped
635,15,2025-12-01,shipped
636,104,2025-01-27,delivered
637,192,2026-07-29,delivered
638,8,2025-09-06,pending
639,174,2026-06-01,delivered
640,18,2025-06-24,processing
641,94,2025-12-03,delivered
642,146,2025-01-13,shipped
643,174,2026-06-07,cancelled
644,96,2026-08-14,processing
645,147,2025-08-08,delivered
646,102,2026-05-28,shipped
647,64,2025-07-12,delivered
648,48,2025-07-14,delivered
649,144,2024-06-08,delivered
650,67,2026-02-18,delivered
651,157,2025-11-28,shipped
652,126,2026-09-12,delivered
653,19,2026-07-03,delivered
654,183,2026-02-24,cancelled
655,175,2026-09-05,cancelled
656,171,2026-02-16,processing
657,141,2026-01-31,delivered
658,77,2025-02-10,processing
659,180,2026-03-27,processing
660,131,2025-10-19,delivered
661,52,2026-07-11,delivered
662,127,2025-04-16,delivered
663,147,2026-04-02,delivered
664,142,2026-07-12,shipped
665,23,2024-04-25,delivered
666,184,2026-08-20,delivered
667,106,2026-09-13,delivered
668,148,2026-01-27,delivered
669,82,2024-02-19,delivered
670,175,2025-10-04,delivered
671,200,2026-09-14,shipped
672,47,2026-01-22,cancelled
673,111,2026-03-19,cancelled
674,15,2025-12-26,delivered
675,78,2025-08-05,delivered
676,182,2026-07-24,delivered
677,133,2026-09-12,delivered
678,21,2025-06-24,delivered
679,142,2026-07-31,delivered
680,78,2026-03-23,delivered
681,129,2025-10-10,delivered
682,149,2024-07-28,delivered
683,160,2025-08-19,pending
684,145,2025-05-11,pending
685,8,2025-08-05,delivered
686,165,2025-11-13,shipped
687,197,2026-04-04,delivered
688,164,2025-11-16,delivered
689,161,2026-07-22,delivered
690,78,2026-01-15,delivered
691,176,2026-09-08,delivered
692,19,2026-09-02,delivered
693,113,2026-03-22,delivered
694,53,2025-06-03,shipped
695,81,2026-05-25,processing
696,188,2025-05-12,cancelled
697,34,2026-04-24,delivered
698,28,2026-01-28,delivered
699,32,2025-04-28,delivered
700,37,2025-11-18,delivered
701,99,2026-08-08,delivered
702,41,2026-08-13,delivered
703,148,2026-05-30,delivered
704,41,2026-03-05,cancelled
705,120,2026-08-31,pending
706,128,2025-03-03,delivered
707,101,2025-05-26,delivered
708,62,2025-11-25,shipped
709,13,2024-04-30,delivered
710,153,2026-09-10,shipped
711,121,2025-10-12,delivered
712,28,2026-03-26,delivered
713,68,2026-04-03,processing
714,94,2025-06-24,delivered
715,146,2026-07-09,delivered
716,142,2026-08-01,delivered
717,130,2026-04-10,processing
718,72,2026-06-19,shipped
719,31,2025-07-31,cancelled
720,101,2025-01-11,processing
721,87,2026-05-12,cancelled
722,194,2025-08-29,delivered
723,131,2026-01-18,delivered
724,12,2024-06-17,delivered
725,86,2026-08-03,delivered
726,117,2025-09-21,shipped
727,132,2026-05-31,delivered
728,157,2026-01-01,delivered
729,158,2026-04-28,pending
730,152,2026-05-20,delivered
731,131,2026-03-26,delivered
732,145,2026-01-30,delivered
733,5,2026-06-23,delivered
734,29,2026-08-06,shipped
735,186,2025-11-16,shipped
736,68,2025-11-13,processing
737,150,2026-08-20,delivered
738,162,2026-06-26,delivered
739,175,2024-12-27,delivered
740,180,2026-02-22,delivered
741,113,2026-01-29,delivered
742,106,2026-08-24,delivered
743,129,2026-02-24,shipped
744,121,2026-08-08,pending
745,187,2025-11-18,processing
746,133,2026-06-16,shipped
747,170,2026-07-10,delivered
748,81,2026-08-30,delivered
749,137,2026-06-30,delivered
750,174,2026-09-14,pending
751,68,2026-08-02,delivered
752,64,2025-12-28,shipped
753,58,2026-03-24,processing
754,181,2025-07-23,shipped
755,126,2026-09-13,delivered
756,144,2025-04-23,delivered
757,147,2026-04-13,pending
758,102,2026-06-13,cancelled
759,38,2025-09-27,delivered
760,183,2025-08-21,delivered
761,114,2026-01-11,delivered
762,123,2024-08-10,delivered
763,138,2026-07-06,cancelled
764,179,2026-04-04,delivered
765,158,2026-04-29,shipped
766,63,2026-08-24,shipped
767,136,2026-06-19,shipped
768,14,2025-06-05,delivered
769,184,2026-06-17,delivered
770,198,2025-10-25,delivered
771,141,2026-09-11,cancelled
772,105,2026-07-22,cancelled
773,122,2025-10-06,shipped
774,194,2025-11-11,delivered
775,166,2025-08-10,cancelled
776,23,2025-12-16,shipped
777,137,2026-04-13,cancelled
778,45,2026-08-17,pending
779,46,2025-01-16,cancelled
780,102,2026-08-29,delivered
781,192,2026-04-21,pending
782,3,2025-11-14,shipped
783,28,2026-02-05,delivered
784,165,2026-08-25,delivered
785,35,2026-02-16,delivered
786,50,2026-06-16,delivered
787,42,2026-08-25,delivered
788,66,2026-04-13,delivered
789,189,2026-03-04,processing
790,146,2025-06-26,delivered
791,164,2026-05-27,pending
792,132,2026-06-24,delivered
793,172,2026-09-09,delivered
794,36,2026-07-19,delivered
795,64,2025-03-24,delivered
796,61,2025-05-02,processing
797,85,2025-06-10,shipped
798,147,2025-04-01,delivered
799,93,2026-08-18,delivered
800,31,2026-01-20,delivered
