id,order_id,product_id,quantity,unit_price
388,306,41,2,1044.96
389,477,17,3,364.69
390,473,5,1,81.46
391,94,26,5,69.46
392,67,18,5,113.93
393,684,1,5,916.72
394,137,27,1,42.11
395,591,10,5,19.24
396,229,49,1,960.8
397,653,37,1,97.15
398,549,35,3,154.74
399,411,17,4,350.5
400,568,37,5,92.45
401,271,12,3,31.21
402,780,40,5,28.29
403,119,26,1,70.27
404,72,22,2,182.16
405,56,31,3,72.47
406,306,2,3,19.09
407,343,20,3,7.44
408,226,32,1,36.88
409,247,15,2,53.92
410,690,48,4,14.82
411,264,21,3,93.7
412,302,39,1,68.72
413,52,14,4,65.03
414,250,49,5,952.38
415,645,4,5,19.0
416,535,5,3,85.78
417,440,26,2,74.73
418,596,34,5,166.62
419,249,13,2,7.85
420,22,16,1,25.86
421,436,24,2,8.43
422,533,30,5,168.34
423,267,8,1,5.47
424,594,32,5,33.95
425,8,31,5,68.66
426,459,23,2,33.09
427,583,17,1,330.0
428,715,25,1,1257.4
429,674,37,2,98.23
430,713,42,2,22.34
431,9,18,4,114.96
432,64,50,1,75.98
433,389,9,2,622.2
434,479,1,2,867.59
435,415,20,3,7.62
436,99,25,3,1321.27
437,501,14,4,60.58
438,240,34,5,177.39
439,737,7,1,74.92
440,228,43,3,92.38
441,552,39,5,69.83
442,431,44,1,21.26
443,234,22,3,201.01
444,519,18,3,117.61
445,433,42,3,20.62
446,71,34,2,192.1
447,146,39,4,74.27
448,256,44,2,22.09
449,112,42,4,23.47
450,772,17,4,336.63
451,774,48,1,14.38
452,611,37,2,90.49
453,5,46,2,73.86
454,555,41,4,1056.6
455,58,43,3,91.57
456,149,11,5,83.57
457,447,7,4,70.27
458,66,17,5,356.49
459,465,12,3,32.5
460,33,15,3,53.22
461,10,20,4,8.07
462,254,22,3,188.89
463,349,19,4,318.41
464,19,31,1,72.13
465,498,38,5,187.79
466,31,5,4,88.2
467,574,33,1,811.08
468,214,25,5,1286.62
469,45,4,2,17.07
470,271,13,3,7.34
471,575,37,4,87.48
472,692,46,2,74.94
473,466,32,3,34.98
474,379,12,3,32.4
475,225,1,4,870.69
476,119,49,2,909.98
477,683,11,4,92.2
478,339,50,1,71.72
479,46,28,4,11.86
480,556,31,4,62.62
481,603,35,2,151.26
482,399,1,3,941.53
483,472,34,2,166.3
484,446,1,2,863.76
485,427,23,3,29.49
486,625,25,5,1349.24
487,388,11,1,92.75
488,103,20,3,7.66
489,334,34,5,181.11
490,245,28,2,11.75
491,244,32,3,35.64
492,450,11,4,81.25
493,313,15,2,53.11
494,678,2,5,18.17
495,335,8,3,5.9
496,569,3,4,115.09
497,13,17,5,348.74
498,715,39,1,74.28
499,188,42,1,20.13
500,53,8,4,5.66
501,3,8,5,5.48
502,71,45,2,12.49
503,395,44,1,20.63
504,713,43,1,93.87
505,73,18,5,116.67
506,315,9,4,644.98
507,368,7,5,77.43
508,170,8,3,5.35
509,251,7,4,71.12
510,422,13,3,7.85
511,204,13,3,7.69
512,157,19,2,278.75
513,232,32,2,35.3
514,426,31,3,65.16
515,579,1,1,963.52
516,621,37,4,87.57
517,112,6,5,177.63
518,616,47,1,13.4
519,279,42,2,21.57
520,71,19,3,299.51
521,581,7,2,79.31
522,544,19,3,315.99
523,373,21,4,93.84
524,263,7,1,68.83
525,453,9,2,595.15
526,776,29,5,91.21
527,231,47,1,12.31
528,536,22,2,184.22
529,642,26,4,68.83
530,691,25,4,1394.8
531,150,42,2,20.36
532,764,45,1,14.14
533,172,11,1,86.92
534,638,38,4,183.75
535,460,44,4,20.22
536,226,25,3,1354.13
537,462,44,2,21.26
538,784,32,1,36.41
539,646,29,1,88.06
540,598,42,3,20.0
541,370,44,5,22.25
542,562,37,5,88.7
543,101,43,3,91.75
544,724,45,5,12.26
545,777,43,2,91.2
546,306,43,4,86.25
547,167,36,5,31.5
548,253,42,2,21.74
549,197,31,4,72.17
550,170,5,4,80.55
551,160,22,3,182.2
552,134,15,5,57.02
553,351,26,2,66.59
554,600,29,5,93.98
555,471,32,4,33.23
556,178,32,1,32.05
557,217,27,1,43.1
558,310,1,1,946.65
559,666,40,3,29.22
560,272,36,2,34.81
561,265,30,3,167.41
562,217,4,2,19.15
563,353,22,5,205.05
564,142,39,4,74.92
565,534,24,4,8.2
566,662,49,2,826.3
567,625,23,3,31.62
568,607,24,1,8.11
569,714,11,4,82.99
570,423,46,4,67.13
571,156,40,2,26.09
572,659,26,2,70.98
573,364,13,3,6.97
574,696,27,1,45.66
575,237,44,5,20.02
576,521,29,4,97.21
577,181,33,2,823.04
578,478,1,5,938.51
579,323,36,4,35.82
580,447,31,5,71.19
581,30,12,5,30.03
582,714,9,1,600.98
583,626,39,5,76.87
584,492,33,4,755.37
585,647,39,2,69.72
586,37,22,3,195.02
587,241,9,2,603.49
588,300,45,5,12.69
589,28,45,5,13.88
590,135,46,5,73.24
591,752,13,2,7.6
592,657,19,3,321.83
593,477,9,2,612.54
594,518,45,3,13.56
595,18,49,3,907.94
596,577,38,5,187.74
597,468,46,4,73.72
598,577,35,3,154.73
599,502,28,1,12.1
600,546,2,4,17.11
601,712,43,1,87.01
602,680,49,2,969.34
603,566,44,3,20.1
604,553,4,3,17.27
605,775,35,1,142.47
606,675,29,1,96.56
607,701,44,5,22.58
608,685,48,5,13.93
609,144,33,3,789.41
610,679,4,4,17.81
611,153,44,3,22.93
612,186,4,1,18.86
613,775,13,5,7.89
614,41,29,2,101.1
615,342,46,3,74.66
616,719,35,5,138.63
617,40,47,2,12.15
618,153,12,1,30.1
619,153,12,5,29.75
620,16,3,4,104.58
621,157,17,2,323.12
622,522,17,1,332.52
623,546,46,2,66.35
624,584,21,5,83.76
625,634,41,5,1046.42
626,650,20,4,8.08
627,572,36,3,31.6
628,530,46,3,71.99
629,383,12,5,29.49
630,404,33,2,755.03
631,753,35,4,136.16
632,229,15,2,57.2
633,122,22,3,189.95
634,626,49,5,903.31
635,290,36,1,31.84
636,105,23,4,30.05
637,462,42,5,23.19
638,734,16,1,26.82
639,301,21,4,96.44
640,235,8,4,5.48
641,583,47,3,11.6
642,567,34,3,180.82
643,419,33,4,763.83
644,443,19,2,292.48
645,703,6,1,180.48
646,78,50,5,76.71
647,599,41,1,944.77
648,411,41,2,1049.92
649,599,28,1,11.48
650,290,45,4,13.43
651,413,5,2,76.56
652,375,46,3,66.32
653,725,5,1,78.63
654,75,17,5,318.1
655,136,15,3,54.89
656,111,29,4,93.75
657,9,2,4,18.67
658,550,35,1,149.15
659,371,40,1,28.62
660,482,38,1,180.87
661,706,5,3,88.72
662,507,7,3,78.26
663,43,20,5,7.2
664,692,49,4,881.57
665,50,43,1,91.08
666,552,35,2,137.21
667,285,26,5,69.1
668,221,41,2,958.8
669,247,47,3,13.5
670,750,1,5,958.81
671,518,10,1,17.56
672,403,37,5,91.26
673,462,36,1,32.88
674,24,48,3,13.53
675,284,42,5,20.46
676,241,12,2,32.31
677,84,17,2,320.55
678,670,43,5,96.69
679,166,49,5,893.21
680,511,36,1,32.8
681,432,5,3,77.56
682,410,47,5,12.54
683,710,22,3,184.68
684,592,42,2,20.31
685,487,40,1,29.26
686,417,21,4,89.62
687,255,40,3,28.34
688,429,10,5,19.18
689,631,21,4,85.49
690,59,21,2,94.53
691,782,46,4,69.1
692,621,24,2,9.01
693,100,22,4,195.34
694,145,23,3,31.31
695,407,7,2,76.54
696,600,6,3,201.87
697,719,9,5,582.02
698,566,47,1,13.03
699,799,2,5,18.55
700,248,38,5,172.47
701,788,38,2,186.71
702,109,36,3,34.2
703,394,35,4,149.45
704,266,10,3,18.64
705,460,50,5,79.19
706,134,19,2,299.53
707,610,33,1,752.65
708,272,33,1,785.66
709,327,40,2,28.63
710,321,9,4,578.33
711,111,37,5,95.25
712,622,10,4,20.32
713,538,3,2,113.06
714,209,15,1,53.59
715,436,15,1,57.25
716,8,34,3,177.13
717,426,30,1,158.43
718,162,42,3,20.32
719,391,34,3,190.2
720,62,17,5,344.38
721,706,12,4,32.5
722,75,24,5,8.97
723,465,5,5,79.62
724,449,15,5,54.87
725,789,23,4,32.87
726,702,39,1,72.4
727,344,9,4,578.96
728,495,5,5,84.89
729,53,14,2,59.41
730,115,24,5,9.06
731,7,8,2,5.63
732,66,22,1,195.94
733,643,31,4,64.89
734,467,11,4,81.3
735,68,3,2,109.76
736,143,11,2,89.98
737,610,3,5,102.25
738,427,11,3,94.16
739,586,34,4,183.31
740,216,37,1,98.55
741,667,47,3,13.48
742,272,14,4,63.67
743,686,31,4,64.45
744,359,27,5,40.23
745,47,38,2,178.67
746,84,33,3,724.22
747,30,44,3,22.78
748,708,39,5,67.32
749,55,25,4,1250.78
750,346,2,2,18.22
751,76,33,4,806.0
752,738,39,1,68.59
753,527,40,5,25.43
754,675,35,5,151.78
755,580,6,4,195.7
756,251,39,5,76.23
757,595,50,4,76.58
758,607,24,1,9.03
759,553,28,2,12.91
760,657,31,4,66.44
761,790,48,5,13.26
762,96,9,3,609.89
763,556,15,1,53.76
764,596,35,4,140.08
765,311,1,1,915.31
766,312,8,5,5.25
767,760,42,2,22.38
768,479,21,4,88.33
769,678,10,4,19.44
770,651,17,3,361.6
771,292,28,5,11.79
772,257,18,4,119.45
773,462,27,5,44.67
774,128,31,2,66.66
775,195,36,4,32.6
776,355,20,5,7.52
777,231,46,4,74.44
778,349,43,1,95.14
779,331,29,2,88.63
780,163,33,4,800.98
781,169,36,5,35.04
782,161,46,1,67.75
783,597,41,1,1040.18
784,239,10,4,20.28
785,781,28,1,11.2
786,57,15,3,51.93
787,515,3,4,116.04
788,444,26,5,73.28
789,720,19,5,279.64
790,787,50,2,78.04
791,787,29,1,90.19
792,602,43,5,88.29
793,656,3,5,108.65
794,224,45,2,13.36
795,132,44,1,20.84
796,353,42,1,23.39
797,530,6,3,199.42
798,83,23,4,30.89
799,56,13,5,6.86
800,159,46,1,76.57
801,282,36,3,35.2
802,658,36,5,33.12
803,679,18,2,116.69
804,235,13,4,7.97
805,33,37,1,89.25
806,189,27,5,39.98
807,420,5,5,80.2
808,307,8,5,6.13
809,153,35,5,139.9
810,539,29,4,95.75
811,779,50,2,79.49
812,737,50,4,78.55
813,273,38,1,174.66
814,227,17,1,335.41
815,453,15,2,58.43
816,336,27,3,42.82
817,731,1,3,866.98
818,161,6,4,196.15
819,133,22,1,198.26
820,565,12,4,30.75
821,766,14,5,60.24
822,378,48,2,14.19
823,287,13,2,7.73
824,361,17,2,326.9
825,71,16,5,25.44
826,769,50,1,71.6
827,506,6,4,194.29
828,390,49,5,965.62
829,243,31,3,69.42
830,257,32,5,36.3
831,413,32,2,36.94
832,771,33,3,752.79
833,797,49,5,844.67
834,230,34,4,179.77
835,324,35,1,145.87
836,656,26,2,70.98
837,559,8,5,5.67
838,179,45,1,12.08
839,654,14,4,63.41
840,622,21,3,92.0
841,747,17,2,344.61
842,729,16,3,25.93
843,374,40,3,26.88
844,686,32,4,32.64
845,298,45,3,12.83
846,556,26,3,70.9
847,628,37,2,100.07
848,67,44,2,22.41
849,727,47,3,13.19
850,760,36,4,35.92
851,498,13,2,7.81
852,328,48,2,14.13
853,590,1,2,892.38
854,507,9,5,615.53
855,414,21,4,87.42
856,456,36,5,31.47
857,731,7,2,69.44
858,177,17,4,360.71
859,124,7,4,77.74
860,566,17,3,334.17
861,785,36,3,33.1
862,126,27,1,41.68
863,246,44,5,20.28
864,503,37,5,87.95
865,711,50,3,74.51
866,706,44,5,21.28
867,627,48,4,15.09
868,220,25,5,1284.07
869,568,41,2,1050.45
870,562,41,3,978.69
871,602,40,5,27.06
872,84,5,1,78.42
873,754,15,3,54.07
874,121,19,3,306.4
875,576,26,3,75.97
876,397,50,3,79.37
877,531,34,4,177.89
878,512,12,1,29.78
879,487,16,3,27.91
880,169,45,1,12.5
881,27,26,1,66.79
882,761,31,5,63.16
883,679,50,4,76.6
884,286,6,1,183.42
885,281,10,1,19.45
886,322,25,3,1271.74
887,614,48,3,14.06
888,564,9,2,614.81
889,536,11,1,81.48
890,226,23,3,33.23
891,97,30,5,183.27
892,100,36,4,31.95
893,18,45,5,12.43
894,753,39,4,73.92
895,381,41,5,980.81
896,380,41,5,960.66
897,108,23,4,31.58
898,594,6,4,184.83
899,271,27,3,40.32
900,620,1,1,907.3
901,206,49,2,876.1
902,569,31,5,62.66
903,393,32,4,33.14
904,416,50,4,79.99
905,376,39,2,75.86
906,661,36,3,32.24
907,798,36,4,33.38
908,242,11,4,92.82
909,777,15,3,51.92
910,224,41,2,993.93
911,36,40,3,26.52
912,333,48,5,14.9
913,655,27,2,45.16
914,705,12,2,30.63
915,623,41,4,1010.18
916,72,18,5,114.56
917,147,21,1,85.25
918,62,35,1,138.38
919,164,7,3,71.98
920,611,46,4,74.34
921,466,15,1,52.57
922,622,32,2,33.37
923,526,20,4,8.34
924,373,30,1,166.49
925,416,49,2,834.15
926,504,50,4,71.0
927,688,31,2,64.69
928,205,17,4,360.12
929,59,8,2,5.6
930,790,29,2,98.43
931,655,3,2,107.78
932,454,50,1,76.56
933,446,14,4,61.46
934,630,20,3,7.29
935,362,47,1,13.07
936,575,36,5,31.88
937,700,31,3,64.76
938,567,4,2,19.53
939,399,16,4,25.31
940,458,11,3,89.34
941,477,26,2,65.78
942,434,3,5,113.45
943,774,31,5,64.28
944,171,50,1,73.19
945,437,32,1,35.29
946,607,22,1,182.5
947,792,42,2,22.43
948,457,7,2,74.63
949,417,21,5,94.57
950,309,49,3,943.39
951,677,29,2,87.42
952,336,25,3,1378.51
953,82,17,1,341.1
954,291,29,5,91.62
955,664,45,4,12.46
956,77,12,5,30.93
957,286,47,4,12.11
958,138,39,5,68.39
959,160,34,2,178.92
960,244,17,5,334.55
961,309,1,5,886.15
962,519,12,1,32.32
963,415,24,5,8.38
964,745,47,1,12.89
965,181,35,4,138.47
966,466,44,4,22.24
967,622,10,5,18.3
968,532,27,3,40.01
969,152,34,1,167.06
970,94,9,2,649.23
971,270,13,1,7.43
972,510,7,1,75.64
973,709,25,4,1335.68
974,509,45,5,12.6
975,312,24,2,8.9
976,348,5,1,88.75
977,396,14,4,66.93
978,275,6,4,200.08
979,451,4,3,18.31
980,762,27,3,44.75
981,410,4,5,17.45
982,473,3,1,114.35
983,448,5,2,89.16
984,377,7,1,77.51
985,96,35,4,138.47
986,128,34,2,182.45
987,27,12,5,32.99
988,195,27,1,44.55
989,198,37,3,95.48
990,215,45,4,13.93
991,49,11,2,88.84
992,383,33,3,785.02
993,310,35,5,144.46
994,366,23,3,31.63
995,293,21,3,89.06
996,196,41,4,1043.69
997,663,21,5,86.55
998,594,35,2,142.85
999,88,36,3,33.19
1000,425,29,4,101.84
1001,485,1,1,974.67
1002,557,39,1,72.59
1003,285,20,1,7.46
1004,250,15,2,58.94
1005,528,2,3,19.39
1006,515,33,5,774.24
1007,611,37,2,86.74
1008,361,30,3,161.65
1009,159,17,3,363.52
1010,680,16,2,25.02
1011,782,20,1,7.8
1012,316,37,2,96.38
1013,247,47,3,13.17
1014,207,12,4,33.38
1015,301,45,5,13.8
1016,415,7,5,76.5
1017,469,3,5,106.38
1018,739,50,1,81.52
1019,795,22,3,208.63
1020,431,28,4,12.89
1021,65,8,2,5.94
1022,636,39,1,73.95
1023,430,41,4,919.59
1024,374,34,1,175.12
1025,785,37,2,90.24
1026,643,45,2,12.38
1027,779,44,4,22.95
1028,380,49,5,909.83
1029,187,6,2,188.67
1030,91,26,2,67.21
1031,274,6,4,192.98
1032,146,4,5,17.84
1033,768,6,4,190.83
1034,197,50,2,79.55
1035,296,31,5,64.76
1036,124,26,5,67.95
1037,732,40,5,26.35
1038,725,5,3,86.69
1039,520,21,5,84.33
1040,765,43,4,90.33
1041,793,23,2,30.46
1042,499,39,1,75.55
1043,258,11,3,89.79
1044,800,29,5,89.33
1045,42,3,2,103.18
1046,463,24,2,9.12
1047,59,6,1,198.18
1048,139,16,5,27.85
1049,739,19,1,293.6
1050,176,8,3,5.66
1051,384,2,3,17.3
1052,271,35,2,138.8
1053,493,34,3,181.83
1054,723,40,2,28.35
1055,4,43,1,89.63
1056,685,43,5,84.69
1057,597,11,1,85.04
1058,295,45,5,12.63
1059,496,30,1,159.17
1060,236,43,3,93.88
1061,34,43,3,96.87
1062,132,2,3,19.24
1063,498,42,4,20.77
1064,129,25,5,1432.92
1065,765,7,3,74.59
1066,442,39,5,67.55
1067,489,13,5,8.01
1068,98,36,1,31.42
1069,250,34,3,175.53
1070,617,26,2,65.89
1071,707,44,3,20.82
1072,591,20,2,8.33
1073,451,33,3,804.18
1074,488,41,3,1052.13
1075,307,2,5,19.48
1076,445,15,2,54.29
1077,76,26,2,66.7
1078,476,25,5,1429.46
1079,163,40,2,27.11
1080,11,37,2,91.74
1081,155,20,5,7.5
1082,3,35,2,138.87
1083,285,9,5,616.26
1084,782,13,2,7.22
1085,119,46,5,76.46
1086,79,28,2,12.36
1087,531,37,2,90.1
1088,723,36,5,36.43
1089,687,8,2,5.54
1090,780,10,1,19.79
1091,653,27,4,41.35
1092,58,48,3,13.39
1093,330,13,1,7.0
1094,15,2,5,18.5
1095,195,39,5,73.7
1096,609,39,2,69.22
1097,483,2,3,16.92
1098,766,50,4,71.78
1099,246,39,4,74.87
1100,759,24,2,9.25
1101,110,32,4,32.24
1102,285,13,2,6.88
1103,55,49,1,960.87
1104,78,27,2,44.39
1105,672,13,2,6.92
1106,455,29,5,94.62
1107,639,21,4,96.02
1108,176,28,4,12.59
1109,302,39,4,74.97
1110,83,26,5,76.56
1111,736,37,5,93.4
1112,502,42,1,21.79
1113,329,29,4,99.8
1114,172,3,2,108.79
1115,86,26,1,72.14
1116,256,34,1,171.33
1117,603,29,4,100.68
1118,345,50,3,75.82
1119,797,28,3,12.27
1120,513,4,5,19.33
1121,107,30,4,159.83
1122,378,33,1,725.72
1123,284,38,5,164.81
1124,409,27,3,42.37
1125,332,12,4,32.17
1126,550,46,2,76.14
1127,249,6,3,185.33
1128,541,42,2,22.49
1129,783,8,1,5.35
1130,578,29,3,88.4
1131,641,46,4,74.33
1132,447,33,5,821.29
1133,754,25,5,1304.36
1134,232,50,2,81.4
1135,518,37,2,87.76
1136,634,10,2,19.8
1137,604,4,4,17.57
1138,56,47,4,12.14
1139,480,12,1,33.76
1140,284,13,1,7.59
1141,584,17,1,339.62
1142,787,32,5,35.96
1143,487,39,4,69.3
1144,747,38,4,173.85
1145,686,29,1,96.33
1146,720,1,2,959.9
1147,551,18,5,117.1
1148,340,14,1,59.39
